"podcast";"number";"date";"year";"month";"weekday";"duration";"title";"host";"guest";"category";"topic";"summary"
"The Incomparable";"53";2011-08-29;"2011";"August";"Monday";42.5;"Let’s Quilt Hitler";"Jason Snell";"Dan Moren, Glenn Fleishman, Scott McNulty, Serenity Caldwell";"Not provided";"Not provided";"Flash podcast! A largely unedited Skype conversation after this weekend’s “Doctor Who” midseason premiere, “Let’s Kill Hitler"
"The Incomparable";"52";2011-08-22;"2011";"August";"Monday";59.4166666666667;"A Cthuluesque Vomiting of Ideas";"Jason Snell";"Dan Moren, Glenn Fleishman, Scott McNulty";"Not provided";"Not provided";"Rip off your hearing limbs and join us for the first anniversary edition of The Incomparable. As with the first podcast, the Book Club discusses a China MiÃ©ville novel: in this case, “Embassytown.” Also: What are we reading? Glenn is reading a comic book. We are disappointed"
"The Incomparable";"51";2011-08-15;"2011";"August";"Monday";66.2166666666667;"Zombie Marmaduke (Hugo Awards 2011)";"Jason Snell";"Dan Moren, Glenn Fleishman, Scott McNulty";"Not provided";"Not provided";"We read the 2011 Hugo nominees for Best Novel. Sit back and enjoy our reviews of “Blackout/All Clear,” “Cryoburn,” “The Dervish House,” “Feed,” and “The Hundred Thousand Kingdoms.” Plus, we recommend a few of the nominated short stories"
"The Incomparable";"50";2011-08-08;"2011";"August";"Monday";50.6333333333333;"We Apologize for the Extinction of the Clownfish";"Jason Snell";"John Siracusa, Steve Lutz";"Movies";"The films of Pixar (part 2)";"Talking “Finding Nemo,” “Toy Story 2,” and “Wall-E.” Plus, we discuss what Pixar should do next to challenge itself, try to understand why “Cars 2” was made, and pick out our least favorite thing Pixar has ever done. Hint: Jason has a problem with rats. (Part 2 of 2"
"The Incomparable";"49";2011-08-01;"2011";"August";"Monday";59.05;"It’s Like “Working Girl” With Monsters";"Jason Snell";"John Siracusa, Steve Lutz";"Movies";"The films of Pixar (part 1)";"Old men with balloons! Wisecracking monsters! Superheroes with mid-life crises! The films of Pixar are in our sights this week. Join us as we pick our favorite films and explore why Pixar’s movies are better than those from other animation studios. (Part 1 of 2"
"The Incomparable";"48";2011-07-11;"2011";"July";"Monday";72.2833333333333;"Can I Get Some Extra Dragons on That, Please?";"Jason Snell";"Dan Moren, John Siracusa, Scott McNulty, Serenity Caldwell, Monty Ashley";"Shows";"Not provided";"From the Wall in the north (behind which lurk the fearsome White Walkers) to across the Narrow Sea (which is sort of dull), the first season of HBO’s “Game of Thrones” has everything the George R. R. Martin book has, with perhaps more attractive naked people having sex in front of you.  Also: Uncomfortable chairs"
"The Incomparable";"47";2011-07-01;"2011";"July";"Friday";64.7;"Death Star University";"Jason Snell";"Dan Moren, John Siracusa, Scott McNulty, Greg Knauss";"Movies";"“Star Wars” (part 2)";"Continuing our discussion of “Star Wars,” the original film. We praise the jump to hyperspace, explain why TIE fighter pilots wear black, ponder how Han and Leia somehow turn up in an Aaron Sorkin scene, reveal why there is no Space OSHA, comment on Ben Kenobi’s old man slippers and incomparable pseudonym, and expose the rebellion so rich it can have its own university and mint its own medals. (Part 2 of 2"
"The Incomparable";"46";2011-06-25;"2011";"June";"Saturday";59.3666666666667;"I Like My Coffee Like My Evil Sith Lords";"Jason Snell";"Dan Moren, John Siracusa, Scott McNulty, Greg Knauss";"Movies";"“Star Wars” (part 1 of 2)";"Star Wars,” the original film, is finally in our crosshairs, and if we can bulls-eye a Womp Rat we can take on this classic sci-fi film. We talk about our first memories of Star Wars, pretend the prequels didn’t happen, give Cantina drink-ordering tips, and marvel at Darth Vader’s coffee-drinking habits. (Part 1 of 2"
"The Incomparable";"45";2011-06-19;"2011";"June";"Sunday";64.5;"Lesbian, Silurian, Victorian";"Jason Snell";"Dan Moren, Glenn Fleishman, John Siracusa, Scott McNulty, Serenity Caldwell";"Not provided";"Not provided";"Pour yourself a White Mickey and listen to our discussion of the first half of “Doctor Who’s” split season. We discuss “The Rebel Flesh,” “A Good Man Goes to War,” and the season as a whole. Or half? We also debate the merits of Lesbian Victorian Silurians and Auton Roman Centurions"
"The Incomparable";"44";2011-06-12;"2011";"June";"Sunday";57.6;"Emperor Aquaman";"Jason Snell";"Andy Ihnatko, Jason Brightman";"Comics";"DC’s “New 52”";"DC decides to stick a fork in continuity and reboot its universe. Publicity stunt, bold creative move, or both? Andy Ihnatko joins Lisa, Jason, and the good Jason to discuss this latest attempt to save the comics industry"
"The Incomparable";"43";2011-06-07;"2011";"June";"Tuesday";62.3666666666667;"Mulder and Pacey in “The F-Files”";"Jason Snell";"Dan Moren, John Siracusa";"Not provided";"Not provided";"Everybody’s got an adorable parallel-universe nickname — The Walternate! Flauxlivia! Pacey! — on the always unpredictable Fox sci-fi show Fringe.  Sure, it’s no Lost (nor X-Files, nor “Enemy Within”) but it’s got its charms, including high-speed pregnancy, Leonard Nimoy impressions and cast members from “The Wire” not being given enough interesting things to do"
"The Incomparable";"42";2011-05-30;"2011";"May";"Monday";66.4;"42";"Jason Snell";"Glenn Fleishman, Greg Knauss, Steve Lutz";"Not provided";"Not provided";"Do you know where your towel is? Are you a hoopy frood? Have you just consumed your fifth Pan Galactic Gargle Blaster? We have. And you’d better catch up. In honor of our 42nd podcast and the recent Towel Day, The Incomparable celebrates the life and work of Douglas Adams. We feature our special guest, Yoz Grahame, who worked for Adams’ The Digital Village, the producers of Web sites such as h2g2.com (a precursor to Wikipedia of sorts"
"The Incomparable";"41";2011-05-22;"2011";"May";"Sunday";74.1;"…But Your Kids Are Gonna Love It";"Jason Snell";"Dan Moren, Serenity Caldwell, Lex Friedman, Dan Frakes";"Not provided";"Not provided";"Turn on your flux capacitors, calculate how many “jigabytes” your hard drive contrains, and prepare for our deconstruction of the “Back to the Future” movie series. Which film reigns supreme? Plus, we talk about other time-travel movies we love. This episode recorded entirely live in a tiny, enclosed space"
"The Incomparable";"40";2011-05-17;"2011";"May";"Tuesday";52.5166666666667;"An Ending Ten Years in the Making";"Jason Snell";"Lisa Schmeiser, Jason Brightman";"Not provided";"“Planetary”";"After long delays, our Comic Book Club discusses Warren Ellis and John Cassaday’s “Planetary,” which is only fitting given that the 27-issue series took 10 years to be released. We also talk about how hard it is to write a satisfying ending to any fictional work"
"The Incomparable";"39";2011-05-15;"2011";"May";"Sunday";32.1333333333333;"Bigger on the Inside";"Jason Snell";"Dan Moren, Glenn Fleishman, Scott McNulty";"Shows";"Not provided";"Neil Gaiman breathes life into the TARDIS in this week’s “Doctor Who” episode, “The Doctor’s Wife.” We discuss what we liked about this much-hyped episode, as well as detailing how Rory dies this week"
"The Incomparable";"37";2011-05-09;"2011";"May";"Monday";63.7;"Shadow War of the Night Dragons";"Jason Snell";"Dan Moren, Scott McNulty";"Not provided";"Not provided";"Our Book Club discusses the works of sci-fi writer John Scalzi, including “Old Man’s War.” We also talk about “The Forever War” and many other books. We play the “new author remakes classic novel” game we just invented. Find out why Dan says “Ce Podcast est Fini!” And stay after the end to learn Jason’s secret plan to create a terrible sci-fi trilogy"
"The Incomparable";"38";2011-05-07;"2011";"May";"Saturday";24.8333333333333;"Curse of the Bad Plot";"Jason Snell";"Dan Moren, Serenity Caldwell";"Shows";"Not provided";"Flash discussion of Doctor Who’s “Curse of the Black Spot.” We try to give it CPR, but we do it wrong and the patient dies. Or, no, wait! It came back to life! Hooray! Unrelated: why Rory is like Kenny from “South Park"
"The Incomparable";"36";2011-05-02;"2011";"May";"Monday";31.55;"Impossible Astronauts";"Jason Snell";"Dan Moren, Glenn Fleishman, John Siracusa, Serenity Caldwell";"Shows";"Flashcast: Doctor Who S6E1 and S6E2";"Flash! A discussion about the first two episodes of this season of “Doctor Who,” “The Impossible Astronaut” and “Day of the Moon.” Who is in that spacesuit? Who is the little girl? Are the Silence just lazy? We speculate wildly"
"The Incomparable";"35";2011-05-01;"2011";"May";"Sunday";65.3333333333333;"The Only Way to Win the Game of Thrones is Not to Play";"Jason Snell";"Dan Moren, Scott McNulty, Serenity Caldwell";"Books";"The “Game of Thrones” book series";"Everybody wants to rule the world, er, the kingdom of Westeros. As the “Game of Thrones” series continues on HBO, we discuss the source material: George R.R. Martin’s bestselling “Song of Ice and Fire” books. If you haven’t read the books, you will be spoiled! We’ll post the climactic resolution of this podcast in about five years, so invest your time wisely"
"The Incomparable";"34";2011-04-23;"2011";"April";"Saturday";65.9833333333333;"The Wrath of James Caan";"Jason Snell";"Dan Moren, John Siracusa, Scott McNulty";"Books";"The “Game of Thrones” books";"Based on the best-selling novel! Inspired by HBO’s “Game of Thrones,” in this episode we discuss the translation of books to the screen. Should movies be faithful to the book? Is it better if filmmmakers take liberties? And what books do we wish would be made into movies? If you don’t want to listen to this episode, just buy the novelization"
"The Incomparable";"33";2011-04-18;"2011";"April";"Monday";63.9;"“I Drank What?”";"Jason Snell";"Dan Moren, John Siracusa, Glenn Fleishman, Serenity Caldwell";"Movies";"“Real Genius”";"The lesson learned? Never share anything you love with John Siracusa. Like, for example, “Real Genius.” Or any ’80s movie. Or any ’80s anything. Or from-any-other-time anything. Fear John Siracusa, for he is the destroyer of dreams"
"The Incomparable";"32";2011-04-11;"2011";"April";"Monday";76.95;"The Story of Ted Chiang and Others";"Jason Snell";"Glenn Fleishman, Lisa Schmeiser, Scott McNulty";"Books";"SF short stories by Ted Chiang";"Stories by science-fiction writer Ted Chiang, including the anthology “The Story of Your Life and Others.” Plus, enough recommendations to get you through every bathroom break and bus ride for the next three years"
"The Incomparable";"31";2011-04-01;"2011";"April";"Friday";61.7833333333333;"Supernatural";"Jason Snell";"Dan Moren, Glenn Fleishman, Scott McNulty, Serenity Caldwell, Steve Lutz";"Special";"Stuff we think is funny.";"An entire hour devoted to The CW's “Supernatural.” Can you imagine it? Brr. Fortunately, that's not what this podcast is about. It's about stuff we think is funny. Only one of likes “Supernatural.” To find out who, you will need to listen"
"The Incomparable";"30";2011-03-27;"2011";"March";"Sunday";66.7666666666667;"Let Me Show You My Warp Bubble";"Jason Snell";"Dan Moren, Glenn Fleishman, Lisa Schmeiser, Scott McNulty";"Shows";"“Star Trek: The Next Generation”";"Make it so, Number One! Star Trek: The Next Generation is on our agenda. We talk favorite episodes, least-favorite episodes, killer snowflakes, why Jean-Luc Picard is catnip to the ladies, why everyone loves Geordi, and why in the future no one needs Wet Wipes"
"The Incomparable";"29";2011-03-22;"2011";"March";"Tuesday";61.1;"Magic Fridge";"Dan Moren";"John Siracusa, Scott McNulty";"Books";"Not provided";"A hero with an unpronounceable name, magic that doesn’t actually do much, cardboard female characters, a story where nothing really happens, and the first and inconclusive part of a longer series?  Sounds like an acclaimed fantasy novel to us!  “The Name of the Wind” on this week’s Incomparable Podcast"
"The Incomparable";"28";2011-03-13;"2011";"March";"Sunday";61.8333333333333;"Bad at High School";"Jason Snell";"John Siracusa, Lisa Schmeiser, Scott McNulty";"Special";"Geek Culture";"Zombie, Spaceship, or Wasteland? We explore the reasons Geek Culture exists, what it means, and if it really exists. Also: are nerds just as awful and exclusionary as jocks? Why will Oprah sit astride the apocalypse? Find out what happened when Scott McNulty met Kitty Pryde. And most importantly, learn the deadly secret about how Dungeons and Dragons relates to nuclear submarines"
